program_id,source,source_service,title,category,district,venue,address,lat,lng,age_min,age_max,age_label,target_text,date_start,date_end,time_text,fee,fee_type,indoor_outdoor,reservation_status_raw,reservation_status_norm,availability_group,available_now,is_full_or_closed,date_match_level,source_url,detail_url,rule_summary,cancel_rule,no_show_rule,family_fit,preparation_note,data_confidence,availability_confidence,recommendation_reason,caution_note,last_api_update,id,week,status,status_label,reservation_required
SAMPLE-0047,서울문화포털,sample_fallback,공원 신체활동 프로그램,체육,서초구,서초구 문화예술회관,서울특별시 서초구 샘플로 146,37.48116021012773,127.03192169073456,8,12,8-12세,8-12세 어린이 및 보호자,2026-05-05,2026-05-05,오전,0,무료,실외,예약마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0047,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0047,19,예약 마감,예약 마감,False
SAMPLE-0048,서울형 키즈카페,sample_fallback,어린이 작가와의 만남,독서,강남구,강남구 공동육아 놀이공간,서울특별시 강남구 샘플로 147,37.507075993396256,127.03861732516548,10,12,10-12세,10-12세 어린이 및 보호자,2026-05-07,2026-05-07,오후,0,무료,혼합,확인 필요,unknown,확인 필요,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0048,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0048,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0048,19,확인 필요,확인 필요,True
SAMPLE-0049,구립도서관,sample_fallback,어린이 과학 실험실,과학,송파구,송파구 구립도서관,서울특별시 송파구 샘플로 148,37.50656380232587,127.0999165190344,4,12,4-12세,4-12세 어린이 및 보호자,2026-05-09,2026-05-10,상시,3000,저비용,실내,접수중,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0049,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0049,19,지금 신청 가능,지금 신청 가능,False
SAMPLE-0050,박물관·미술관,sample_fallback,우리동네 색채 아틀리에,미술,강동구,강동구 어린이박물관,서울특별시 강동구 샘플로 149,37.532498645360334,127.11836712566785,4,6,4-6세,4-6세 어린이 및 보호자,2026-04-26,2026-04-26,10:00-11:30,12000,유료,실외,예약가능,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0050,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0050,17,지금 신청 가능,지금 신청 가능,False
SAMPLE-0051,공공서비스예약,sample_fallback,역사문화 탐방 프로그램,역사,종로구,종로구 주민문화센터,서울특별시 종로구 샘플로 150,37.57123102467577,126.98669536978672,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-13,2026-05-13,10:00-12:00,0,무료,혼합,상시이용,always_available,상시/현장 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0051,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0051,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0051,20,상시/현장 가능,상시/현장 가능,True
SAMPLE-0052,서울문화포털,sample_fallback,어린이 생태 관찰 교실,자연,중구,중구 가족문화센터,서울특별시 중구 샘플로 151,37.56166241617363,127.00202509341081,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-19,2026-05-19,13:00-15:00,0,무료,실내,마감임박,closing_soon,마감 임박,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0052,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0052,21,마감 임박,마감 임박,False
SAMPLE-0053,서울형 키즈카페,sample_fallback,어린이 음악극 관람,공연,용산구,용산구 아이맘센터,서울특별시 용산구 샘플로 152,37.526998293919945,126.9892673746528,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-26,2026-05-26,14:00-16:00,0,무료,실외,접수예정,soon_open,접수 예정,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0053,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0053,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0053,22,접수 예정,접수 예정,True
SAMPLE-0054,구립도서관,sample_fallback,가족 보드게임 체험,놀이,성동구,성동구 어린이도서관,서울특별시 성동구 샘플로 153,37.55759986767053,127.03506580154459,8,12,8-12세,8-12세 어린이 및 보호자,2026-06-03,2026-06-03,오전,3000,저비용,혼합,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0054,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0054,23,예약 마감,예약 마감,False
SAMPLE-0055,박물관·미술관,sample_fallback,공원 신체활동 프로그램,체육,광진구,광진구 역사전시관,서울특별시 광진구 샘플로 154,37.543541848824745,127.07193607746085,10,12,10-12세,10-12세 어린이 및 보호자,2026-06-15,2026-06-16,오후,12000,유료,실내,예약마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0055,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0055,25,예약 마감,예약 마감,False
SAMPLE-0056,공공서비스예약,sample_fallback,그림책 상상 워크숍,독서,동대문구,동대문구 공공서비스센터,서울특별시 동대문구 샘플로 155,37.57700654186127,127.04102641361399,4,12,4-12세,4-12세 어린이 및 보호자,2026-07-11,2026-07-11,상시,0,무료,실외,확인 필요,unknown,확인 필요,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0056,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0056,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0056,28,확인 필요,확인 필요,True
SAMPLE-0057,서울문화포털,sample_fallback,로봇과 코딩 체험,과학,중랑구,중랑구 문화예술회관,서울특별시 중랑구 샘플로 156,37.60273510026582,127.08382365287368,4,6,4-6세,4-6세 어린이 및 보호자,2026-05-01,2026-05-01,10:00-11:30,0,무료,혼합,접수중,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0057,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0057,18,지금 신청 가능,지금 신청 가능,False
SAMPLE-0058,서울형 키즈카페,sample_fallback,어린이 그림책 미술관,미술,성북구,성북구 서울형 키즈카페,서울특별시 성북구 샘플로 157,37.58983277704628,127.01352304374562,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-02,2026-05-02,10:00-12:00,0,무료,실내,예약가능,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0058,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0058,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0058,18,지금 신청 가능,지금 신청 가능,True
SAMPLE-0059,구립도서관,sample_fallback,어린이 박물관 탐험,역사,강북구,강북구 구립도서관,서울특별시 강북구 샘플로 158,37.64099605726813,127.02583111287313,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-03,2026-05-03,13:00-15:00,3000,저비용,실외,상시이용,always_available,상시/현장 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0059,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0059,18,상시/현장 가능,상시/현장 가능,False
SAMPLE-0060,박물관·미술관,sample_fallback,주말 숲 체험 교실,자연,도봉구,도봉구 구립미술관,서울특별시 도봉구 샘플로 159,37.678410673347926,127.04566386623516,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-04,2026-05-04,14:00-16:00,12000,유료,혼합,마감임박,closing_soon,마감 임박,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0060,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0060,19,마감 임박,마감 임박,False
SAMPLE-0061,공공서비스예약,sample_fallback,어린이 음악극 관람,공연,노원구,노원구 청소년문화의집,서울특별시 노원구 샘플로 160,37.648059015044275,127.05787565380973,8,12,8-12세,8-12세 어린이 및 보호자,2026-05-04,2026-05-05,오전,0,무료,실내,접수예정,soon_open,접수 예정,False,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0061,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0061,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0061,19,접수 예정,접수 예정,True
SAMPLE-0062,서울문화포털,sample_fallback,창의 놀이랩,놀이,은평구,은평구 생활문화센터,서울특별시 은평구 샘플로 161,37.60401998010383,126.93725512545144,10,12,10-12세,10-12세 어린이 및 보호자,2026-05-06,2026-05-06,오후,0,무료,실외,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0062,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0062,19,예약 마감,예약 마감,False
SAMPLE-0063,서울형 키즈카페,sample_fallback,가족 클라이밍 체험,체육,서대문구,서대문구 공동육아 놀이공간,서울특별시 서대문구 샘플로 162,37.584110667475485,126.9389412263549,4,12,4-12세,4-12세 어린이 및 보호자,2026-05-08,2026-05-08,상시,0,무료,혼합,예약마감,full,예약 마감,False,True,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0063,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0063,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0063,19,예약 마감,예약 마감,True
SAMPLE-0064,구립도서관,sample_fallback,그림책 상상 워크숍,독서,마포구,마포구 구립도서관,서울특별시 마포구 샘플로 163,37.575079817347316,126.89476742167406,4,6,4-6세,4-6세 어린이 및 보호자,2026-04-26,2026-04-26,10:00-11:30,3000,저비용,실내,확인 필요,unknown,확인 필요,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0064,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0064,17,확인 필요,확인 필요,False
SAMPLE-0065,박물관·미술관,sample_fallback,별빛 천문 관찰교실,과학,양천구,양천구 구립미술관,서울특별시 양천구 샘플로 164,37.513161490803505,126.86094054435156,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-13,2026-05-13,10:00-12:00,12000,유료,실외,접수중,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0065,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0065,20,지금 신청 가능,지금 신청 가능,False
SAMPLE-0066,공공서비스예약,sample_fallback,우리동네 색채 아틀리에,미술,강서구,강서구 청소년문화의집,서울특별시 강서구 샘플로 165,37.54856114118106,126.84123988311467,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-20,2026-05-20,13:00-15:00,0,무료,혼합,예약가능,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0066,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0066,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0066,21,지금 신청 가능,지금 신청 가능,True
SAMPLE-0067,서울문화포털,sample_fallback,어린이 박물관 탐험,역사,구로구,구로구 문화예술회관,서울특별시 구로구 샘플로 166,37.499310905680886,126.8861666638174,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-25,2026-06-01,14:00-16:00,0,무료,실내,상시이용,always_available,상시/현장 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0067,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0067,22,상시/현장 가능,상시/현장 가능,False
SAMPLE-0068,서울형 키즈카페,sample_fallback,공원 자연탐험 시간,자연,금천구,금천구 서울형 키즈카페,서울특별시 금천구 샘플로 167,37.44807516223298,126.88940652551275,8,12,8-12세,8-12세 어린이 및 보호자,2026-06-02,2026-06-02,오전,0,무료,실외,마감임박,closing_soon,마감 임박,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0068,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0068,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0068,23,마감 임박,마감 임박,True
SAMPLE-0069,구립도서관,sample_fallback,어린이 음악극 관람,공연,영등포구,영등포구 구립도서관,서울특별시 영등포구 샘플로 168,37.52828108308471,126.90122875940736,10,12,10-12세,10-12세 어린이 및 보호자,2026-06-15,2026-06-15,오후,3000,저비용,혼합,접수예정,soon_open,접수 예정,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0069,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0069,25,접수 예정,접수 예정,False
SAMPLE-0070,박물관·미술관,sample_fallback,창의 놀이랩,놀이,동작구,동작구 구립미술관,서울특별시 동작구 샘플로 169,37.52438038535015,126.95678317479604,4,12,4-12세,4-12세 어린이 및 보호자,2026-07-11,2026-07-11,상시,12000,유료,실내,접수마감,full,예약 마감,False,True,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0070,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0070,28,예약 마감,예약 마감,False
SAMPLE-0071,공공서비스예약,sample_fallback,토요 뉴스포츠 교실,체육,관악구,관악구 청소년문화의집,서울특별시 관악구 샘플로 170,37.480886456599656,126.94566277127981,4,6,4-6세,4-6세 어린이 및 보호자,2026-05-01,2026-05-01,10:00-11:30,0,무료,실외,예약마감,full,예약 마감,False,True,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0071,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0071,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0071,18,예약 마감,예약 마감,True
SAMPLE-0072,서울문화포털,sample_fallback,도서관 창의 독서교실,독서,서초구,서초구 가족문화센터,서울특별시 서초구 샘플로 171,37.47090772231561,127.03400626877406,5,7,5-7세,5-7세 어린이 및 보호자,2026-05-02,2026-05-02,10:00-12:00,0,무료,혼합,확인 필요,unknown,확인 필요,False,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0072,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0072,18,확인 필요,확인 필요,False
SAMPLE-0073,서울형 키즈카페,sample_fallback,어린이 과학 실험실,과학,강남구,강남구 아이맘센터,서울특별시 강남구 샘플로 172,37.51232235342814,127.04480785643892,6,9,6-9세,6-9세 어린이 및 보호자,2026-05-03,2026-05-04,13:00-15:00,0,무료,실내,접수중,available,지금 신청 가능,True,False,미계산,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0073,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0073,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0073,18,지금 신청 가능,지금 신청 가능,True
SAMPLE-0074,구립도서관,sample_fallback,어린이 그림책 미술관,미술,송파구,송파구 구립도서관,서울특별시 송파구 샘플로 173,37.51082741920564,127.1050552546815,7,9,7-9세,7-9세 어린이 및 보호자,2026-05-03,2026-05-03,14:00-16:00,3000,저비용,실외,예약가능,available,지금 신청 가능,True,False,미계산,https://data.seoul.go.kr/,https://yeyak.seoul.go.kr/web/reservation/selectReservView.do?rsv_svc_id=SAMPLE-0074,"보호자 동반 권장, 회차별 정원과 세부 규정은 공식 링크에서 확인",취소 가능 기한은 프로그램별로 다르므로 공식 링크 확인 필요,미참여 시 향후 신청 제한 가능성이 있으므로 공식 규정 확인 필요,보호자 동반 권장,"물, 간식, 활동하기 편한 복장 권장",샘플,샘플,필터 적용 후 자동 생성,샘플 데이터입니다. 실제 예약 가능 여부는 공식 출처에서 확인해야 합니다.,2026-05-01T14:22:57,SAMPLE-0074,18,지금 신청 가능,지금 신청 가능,False
